날짜,요일,날씨,기온,강수mm,행사중여부,공휴일여부,신메뉴여부,품목,구분,수요,판매수량,매진여부,매진시각,비고_시나리오
2025-07-02,수,비,26.2,5.7,False,False,False,카페 모카,판매음료,19,19,False,,정상
2025-07-02,수,비,26.2,5.7,False,False,False,그린 티 라테,판매음료,15,15,False,,정상
2025-07-03,목,흐림,32.1,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,16,16,False,,정상
2025-07-03,목,흐림,32.1,0.0,False,False,False,단호박 에그 샌드위치,완제품,12,12,False,,정상
2025-07-03,목,흐림,32.1,0.0,False,False,False,크루아상,완제품,23,23,False,,정상
2025-07-03,목,흐림,32.1,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-07-03,목,흐림,32.1,0.0,False,False,False,카페 라테,판매음료,59,59,False,,정상
2025-07-03,목,흐림,32.1,0.0,False,False,False,아메리카노,판매음료,81,81,False,,정상
2025-07-03,목,흐림,32.1,0.0,False,False,False,카페 모카,판매음료,28,28,False,,정상
2025-07-03,목,흐림,32.1,0.0,False,False,False,그린 티 라테,판매음료,20,20,False,,정상
2025-07-04,금,비,39.0,2.8,False,False,False,치킨 토마토 치즈 샌드위치,완제품,13,13,False,,정상
2025-07-04,금,비,39.0,2.8,False,False,False,단호박 에그 샌드위치,완제품,11,11,False,,정상
2025-07-04,금,비,39.0,2.8,False,False,False,크루아상,완제품,18,18,False,,정상
2025-07-04,금,비,39.0,2.8,False,False,False,뉴욕 치즈 케이크,완제품,7,7,False,,정상
2025-07-04,금,비,39.0,2.8,False,False,False,카페 라테,판매음료,51,51,False,,정상
2025-07-04,금,비,39.0,2.8,False,False,False,아메리카노,판매음료,65,65,False,,정상
2025-07-04,금,비,39.0,2.8,False,False,False,카페 모카,판매음료,22,22,False,,정상
2025-07-04,금,비,39.0,2.8,False,False,False,그린 티 라테,판매음료,18,18,False,,정상
2025-07-05,토,흐림,25.7,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,24,24,False,,정상
2025-07-05,토,흐림,25.7,0.0,False,False,False,단호박 에그 샌드위치,완제품,17,17,False,,정상
2025-07-05,토,흐림,25.7,0.0,False,False,False,크루아상,완제품,32,32,False,,정상
2025-07-05,토,흐림,25.7,0.0,False,False,False,뉴욕 치즈 케이크,완제품,11,11,False,,정상
2025-07-05,토,흐림,25.7,0.0,False,False,False,카페 라테,판매음료,70,70,False,,정상
2025-07-05,토,흐림,25.7,0.0,False,False,False,아메리카노,판매음료,98,98,False,,정상
2025-07-05,토,흐림,25.7,0.0,False,False,False,카페 모카,판매음료,35,35,False,,정상
2025-07-05,토,흐림,25.7,0.0,False,False,False,그린 티 라테,판매음료,24,24,False,,정상
2025-07-06,일,흐림,28.5,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,22,22,False,,정상
2025-07-06,일,흐림,28.5,0.0,False,False,False,단호박 에그 샌드위치,완제품,16,16,False,,정상
2025-07-06,일,흐림,28.5,0.0,False,False,False,크루아상,완제품,29,29,False,,정상
2025-07-06,일,흐림,28.5,0.0,False,False,False,뉴욕 치즈 케이크,완제품,11,11,False,,정상
2025-07-06,일,흐림,28.5,0.0,False,False,False,카페 라테,판매음료,74,74,False,,정상
2025-07-06,일,흐림,28.5,0.0,False,False,False,아메리카노,판매음료,98,98,False,,정상
2025-07-06,일,흐림,28.5,0.0,False,False,False,카페 모카,판매음료,34,34,False,,정상
2025-07-06,일,흐림,28.5,0.0,False,False,False,그린 티 라테,판매음료,28,28,False,,정상
2025-07-07,월,흐림,27.9,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,18,18,False,,정상
2025-07-07,월,흐림,27.9,0.0,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-07-07,월,흐림,27.9,0.0,False,False,False,크루아상,완제품,24,24,False,,정상
2025-07-07,월,흐림,27.9,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-07-07,월,흐림,27.9,0.0,False,False,False,카페 라테,판매음료,57,57,False,,정상
2025-07-07,월,흐림,27.9,0.0,False,False,False,아메리카노,판매음료,68,68,False,,정상
2025-07-07,월,흐림,27.9,0.0,False,False,False,카페 모카,판매음료,26,26,False,,정상
2025-07-07,월,흐림,27.9,0.0,False,False,False,그린 티 라테,판매음료,19,19,False,,정상
2025-07-08,화,맑음,23.2,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,19,19,False,,정상
2025-07-08,화,맑음,23.2,0.0,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-07-08,화,맑음,23.2,0.0,False,False,False,크루아상,완제품,23,23,False,,정상
2025-07-08,화,맑음,23.2,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-07-08,화,맑음,23.2,0.0,False,False,False,카페 라테,판매음료,54,54,False,,정상
2025-07-08,화,맑음,23.2,0.0,False,False,False,아메리카노,판매음료,72,72,False,,정상
2025-07-08,화,맑음,23.2,0.0,False,False,False,카페 모카,판매음료,27,27,False,,정상
2025-07-08,화,맑음,23.2,0.0,False,False,False,그린 티 라테,판매음료,20,20,False,,정상
2025-07-09,수,비,21.6,13.4,False,False,False,치킨 토마토 치즈 샌드위치,완제품,14,14,False,,정상
2025-07-09,수,비,21.6,13.4,False,False,False,단호박 에그 샌드위치,완제품,9,9,False,,정상
2025-07-09,수,비,21.6,13.4,False,False,False,크루아상,완제품,17,17,False,,정상
2025-07-09,수,비,21.6,13.4,False,False,False,뉴욕 치즈 케이크,완제품,6,6,False,,정상
2025-07-09,수,비,21.6,13.4,False,False,False,카페 라테,판매음료,42,42,False,,정상
2025-07-09,수,비,21.6,13.4,False,False,False,아메리카노,판매음료,55,55,False,,정상
2025-07-09,수,비,21.6,13.4,False,False,False,카페 모카,판매음료,18,18,False,,정상
2025-07-09,수,비,21.6,13.4,False,False,False,그린 티 라테,판매음료,15,15,False,,정상
2025-07-10,목,흐림,28.5,0.0,True,False,False,치킨 토마토 치즈 샌드위치,완제품,21,21,False,,할인행사
2025-07-10,목,흐림,28.5,0.0,True,False,False,단호박 에그 샌드위치,완제품,15,15,False,,할인행사
2025-07-10,목,흐림,28.5,0.0,True,False,False,크루아상,완제품,29,29,False,,할인행사
2025-07-10,목,흐림,28.5,0.0,True,False,False,뉴욕 치즈 케이크,완제품,10,10,False,,할인행사
2025-07-10,목,흐림,28.5,0.0,True,False,False,카페 라테,판매음료,73,73,False,,할인행사
2025-07-10,목,흐림,28.5,0.0,True,False,False,아메리카노,판매음료,93,93,False,,할인행사
2025-07-10,목,흐림,28.5,0.0,True,False,False,카페 모카,판매음료,32,32,False,,할인행사
2025-07-10,목,흐림,28.5,0.0,True,False,False,그린 티 라테,판매음료,24,24,False,,할인행사
2025-07-11,금,비,26.6,7.3,False,False,False,치킨 토마토 치즈 샌드위치,완제품,15,15,False,,정상
2025-07-11,금,비,26.6,7.3,False,False,False,단호박 에그 샌드위치,완제품,10,10,False,,정상
2025-07-11,금,비,26.6,7.3,False,False,False,크루아상,완제품,21,21,False,,정상
2025-07-11,금,비,26.6,7.3,False,False,False,뉴욕 치즈 케이크,완제품,7,7,False,,정상
2025-07-11,금,비,26.6,7.3,False,False,False,카페 라테,판매음료,48,48,False,,정상
2025-07-11,금,비,26.6,7.3,False,False,False,아메리카노,판매음료,57,57,False,,정상
2025-07-11,금,비,26.6,7.3,False,False,False,카페 모카,판매음료,19,19,False,,정상
2025-07-11,금,비,26.6,7.3,False,False,False,그린 티 라테,판매음료,16,16,False,,정상
2025-07-12,토,흐림,22.8,0.0,True,False,False,치킨 토마토 치즈 샌드위치,완제품,29,26,True,15:00,할인행사
2025-07-12,토,흐림,22.8,0.0,True,False,False,단호박 에그 샌드위치,완제품,22,21,True,18:00,할인행사
2025-07-12,토,흐림,22.8,0.0,True,False,False,크루아상,완제품,38,35,True,18:00,할인행사
2025-07-12,토,흐림,22.8,0.0,True,False,False,뉴욕 치즈 케이크,완제품,13,13,False,,할인행사
2025-07-12,토,흐림,22.8,0.0,True,False,False,카페 라테,판매음료,86,86,False,,할인행사
2025-07-12,토,흐림,22.8,0.0,True,False,False,아메리카노,판매음료,109,109,False,,할인행사
2025-07-12,토,흐림,22.8,0.0,True,False,False,카페 모카,판매음료,41,41,False,,할인행사
2025-07-12,토,흐림,22.8,0.0,True,False,False,그린 티 라테,판매음료,31,31,False,,할인행사
2025-07-13,일,비,20.5,3.9,False,False,False,치킨 토마토 치즈 샌드위치,완제품,16,16,False,,정상
2025-07-13,일,비,20.5,3.9,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-07-13,일,비,20.5,3.9,False,False,False,크루아상,완제품,23,23,False,,정상
2025-07-13,일,비,20.5,3.9,False,False,False,뉴욕 치즈 케이크,완제품,8,8,False,,정상
2025-07-13,일,비,20.5,3.9,False,False,False,카페 라테,판매음료,55,55,False,,정상
2025-07-13,일,비,20.5,3.9,False,False,False,아메리카노,판매음료,64,64,False,,정상
2025-07-13,일,비,20.5,3.9,False,False,False,카페 모카,판매음료,25,25,False,,정상
2025-07-13,일,비,20.5,3.9,False,False,False,그린 티 라테,판매음료,19,19,False,,정상
2025-07-14,월,비,36.4,15.1,False,False,False,치킨 토마토 치즈 샌드위치,완제품,14,14,False,,정상
2025-07-14,월,비,36.4,15.1,False,False,False,단호박 에그 샌드위치,완제품,10,10,False,,정상
2025-07-14,월,비,36.4,15.1,False,False,False,크루아상,완제품,19,19,False,,정상
2025-07-14,월,비,36.4,15.1,False,False,False,뉴욕 치즈 케이크,완제품,7,7,False,,정상
2025-07-14,월,비,36.4,15.1,False,False,False,카페 라테,판매음료,45,45,False,,정상
2025-07-14,월,비,36.4,15.1,False,False,False,아메리카노,판매음료,58,58,False,,정상
2025-07-14,월,비,36.4,15.1,False,False,False,카페 모카,판매음료,21,21,False,,정상
2025-07-14,월,비,36.4,15.1,False,False,False,그린 티 라테,판매음료,17,17,False,,정상
2025-07-15,화,맑음,30.6,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,18,18,False,,정상
2025-07-15,화,맑음,30.6,0.0,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-07-15,화,맑음,30.6,0.0,False,False,False,크루아상,완제품,24,24,False,,정상
2025-07-15,화,맑음,30.6,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-07-15,화,맑음,30.6,0.0,False,False,False,카페 라테,판매음료,62,62,False,,정상
2025-07-15,화,맑음,30.6,0.0,False,False,False,아메리카노,판매음료,78,78,False,,정상
2025-07-15,화,맑음,30.6,0.0,False,False,False,카페 모카,판매음료,31,31,False,,정상
2025-07-15,화,맑음,30.6,0.0,False,False,False,그린 티 라테,판매음료,22,22,False,,정상
2025-07-16,수,맑음,25.7,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,16,16,False,,정상
2025-07-16,수,맑음,25.7,0.0,False,False,False,단호박 에그 샌드위치,완제품,12,12,False,,정상
2025-07-16,수,맑음,25.7,0.0,False,False,False,크루아상,완제품,22,22,False,,정상
2025-07-16,수,맑음,25.7,0.0,False,False,False,뉴욕 치즈 케이크,완제품,8,8,False,,정상
2025-07-16,수,맑음,25.7,0.0,False,False,False,카페 라테,판매음료,55,55,False,,정상
2025-07-16,수,맑음,25.7,0.0,False,False,False,아메리카노,판매음료,71,71,False,,정상
2025-07-16,수,맑음,25.7,0.0,False,False,False,카페 모카,판매음료,26,26,False,,정상
2025-07-16,수,맑음,25.7,0.0,False,False,False,그린 티 라테,판매음료,19,19,False,,정상
2025-07-17,목,맑음,30.3,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,17,17,False,,정상
2025-07-17,목,맑음,30.3,0.0,False,False,False,단호박 에그 샌드위치,완제품,14,14,False,,정상
2025-07-17,목,맑음,30.3,0.0,False,False,False,크루아상,완제품,24,24,False,,정상
2025-07-17,목,맑음,30.3,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-07-17,목,맑음,30.3,0.0,False,False,False,카페 라테,판매음료,65,65,False,,정상
2025-07-17,목,맑음,30.3,0.0,False,False,False,아메리카노,판매음료,81,81,False,,정상
2025-07-17,목,맑음,30.3,0.0,False,False,False,카페 모카,판매음료,29,29,False,,정상
2025-07-17,목,맑음,30.3,0.0,False,False,False,그린 티 라테,판매음료,24,24,False,,정상
2025-07-18,금,비,27.5,9.6,False,False,False,치킨 토마토 치즈 샌드위치,완제품,14,14,False,,정상
2025-07-18,금,비,27.5,9.6,False,False,False,단호박 에그 샌드위치,완제품,10,10,False,,정상
2025-07-18,금,비,27.5,9.6,False,False,False,크루아상,완제품,20,20,False,,정상
2025-07-18,금,비,27.5,9.6,False,False,False,뉴욕 치즈 케이크,완제품,7,7,False,,정상
2025-07-18,금,비,27.5,9.6,False,False,False,카페 라테,판매음료,48,48,False,,정상
2025-07-18,금,비,27.5,9.6,False,False,False,아메리카노,판매음료,60,60,False,,정상
2025-07-18,금,비,27.5,9.6,False,False,False,카페 모카,판매음료,22,22,False,,정상
2025-07-18,금,비,27.5,9.6,False,False,False,그린 티 라테,판매음료,16,16,False,,정상
2025-07-19,토,흐림,27.0,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,21,21,False,,정상
2025-07-19,토,흐림,27.0,0.0,False,False,False,단호박 에그 샌드위치,완제품,18,18,False,,정상
2025-07-19,토,흐림,27.0,0.0,False,False,False,크루아상,완제품,30,30,False,,정상
2025-07-19,토,흐림,27.0,0.0,False,False,False,뉴욕 치즈 케이크,완제품,11,11,False,,정상
2025-07-19,토,흐림,27.0,0.0,False,False,False,카페 라테,판매음료,74,74,False,,정상
2025-07-19,토,흐림,27.0,0.0,False,False,False,아메리카노,판매음료,97,97,False,,정상
2025-07-19,토,흐림,27.0,0.0,False,False,False,카페 모카,판매음료,35,35,False,,정상
2025-07-19,토,흐림,27.0,0.0,False,False,False,그린 티 라테,판매음료,26,26,False,,정상
2025-07-20,일,비,24.0,13.8,False,False,False,치킨 토마토 치즈 샌드위치,완제품,16,16,False,,정상
2025-07-20,일,비,24.0,13.8,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-07-20,일,비,24.0,13.8,False,False,False,크루아상,완제품,23,23,False,,정상
2025-07-20,일,비,24.0,13.8,False,False,False,뉴욕 치즈 케이크,완제품,8,8,False,,정상
2025-07-20,일,비,24.0,13.8,False,False,False,카페 라테,판매음료,57,57,False,,정상
2025-07-20,일,비,24.0,13.8,False,False,False,아메리카노,판매음료,67,67,False,,정상
2025-07-20,일,비,24.0,13.8,False,False,False,카페 모카,판매음료,23,23,False,,정상
2025-07-20,일,비,24.0,13.8,False,False,False,그린 티 라테,판매음료,18,18,False,,정상
2025-07-21,월,흐림,25.5,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,17,17,False,,정상
2025-07-21,월,흐림,25.5,0.0,False,False,False,단호박 에그 샌드위치,완제품,14,14,False,,정상
2025-07-21,월,흐림,25.5,0.0,False,False,False,크루아상,완제품,23,23,False,,정상
2025-07-21,월,흐림,25.5,0.0,False,False,False,뉴욕 치즈 케이크,완제품,8,8,False,,정상
2025-07-21,월,흐림,25.5,0.0,False,False,False,카페 라테,판매음료,56,56,False,,정상
2025-07-21,월,흐림,25.5,0.0,False,False,False,아메리카노,판매음료,70,70,False,,정상
2025-07-21,월,흐림,25.5,0.0,False,False,False,카페 모카,판매음료,24,24,False,,정상
2025-07-21,월,흐림,25.5,0.0,False,False,False,그린 티 라테,판매음료,19,19,False,,정상
2025-07-22,화,비,28.5,4.5,False,False,False,치킨 토마토 치즈 샌드위치,완제품,14,14,False,,정상
2025-07-22,화,비,28.5,4.5,False,False,False,단호박 에그 샌드위치,완제품,10,10,False,,정상
2025-07-22,화,비,28.5,4.5,False,False,False,크루아상,완제품,19,19,False,,정상
2025-07-22,화,비,28.5,4.5,False,False,False,뉴욕 치즈 케이크,완제품,6,6,False,,정상
2025-07-22,화,비,28.5,4.5,False,False,False,카페 라테,판매음료,51,51,False,,정상
2025-07-22,화,비,28.5,4.5,False,False,False,아메리카노,판매음료,64,64,False,,정상
2025-07-22,화,비,28.5,4.5,False,False,False,카페 모카,판매음료,21,21,False,,정상
2025-07-22,화,비,28.5,4.5,False,False,False,그린 티 라테,판매음료,18,18,False,,정상
2025-07-23,수,흐림,29.2,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,17,17,False,,정상
2025-07-23,수,흐림,29.2,0.0,False,False,False,단호박 에그 샌드위치,완제품,12,12,False,,정상
2025-07-23,수,흐림,29.2,0.0,False,False,False,크루아상,완제품,23,23,False,,정상
2025-07-23,수,흐림,29.2,0.0,False,False,False,뉴욕 치즈 케이크,완제품,8,8,False,,정상
2025-07-23,수,흐림,29.2,0.0,False,False,False,카페 라테,판매음료,58,58,False,,정상
2025-07-23,수,흐림,29.2,0.0,False,False,False,아메리카노,판매음료,69,69,False,,정상
2025-07-23,수,흐림,29.2,0.0,False,False,False,카페 모카,판매음료,28,28,False,,정상
2025-07-23,수,흐림,29.2,0.0,False,False,False,그린 티 라테,판매음료,22,22,False,,정상
2025-07-24,목,맑음,30.8,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,17,17,False,,정상
2025-07-24,목,맑음,30.8,0.0,False,False,False,단호박 에그 샌드위치,완제품,14,14,False,,정상
2025-07-24,목,맑음,30.8,0.0,False,False,False,크루아상,완제품,25,25,False,,정상
2025-07-24,목,맑음,30.8,0.0,False,False,False,뉴욕 치즈 케이크,완제품,8,8,False,,정상
2025-07-24,목,맑음,30.8,0.0,False,False,False,카페 라테,판매음료,61,61,False,,정상
2025-07-24,목,맑음,30.8,0.0,False,False,False,아메리카노,판매음료,85,85,False,,정상
2025-07-24,목,맑음,30.8,0.0,False,False,False,카페 모카,판매음료,27,27,False,,정상
2025-07-24,목,맑음,30.8,0.0,False,False,False,그린 티 라테,판매음료,21,21,False,,정상
2025-07-25,금,맑음,28.7,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,18,18,False,,정상
2025-07-25,금,맑음,28.7,0.0,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-07-25,금,맑음,28.7,0.0,False,False,False,크루아상,완제품,27,27,False,,정상
2025-07-25,금,맑음,28.7,0.0,False,False,False,뉴욕 치즈 케이크,완제품,10,10,False,,정상
2025-07-25,금,맑음,28.7,0.0,False,False,False,카페 라테,판매음료,67,67,False,,정상
2025-07-25,금,맑음,28.7,0.0,False,False,False,아메리카노,판매음료,84,84,False,,정상
2025-07-25,금,맑음,28.7,0.0,False,False,False,카페 모카,판매음료,29,29,False,,정상
2025-07-25,금,맑음,28.7,0.0,False,False,False,그린 티 라테,판매음료,25,25,False,,정상
2025-07-26,토,흐림,24.6,0.0,True,False,False,치킨 토마토 치즈 샌드위치,완제품,26,24,True,18:00,할인행사
2025-07-26,토,흐림,24.6,0.0,True,False,False,단호박 에그 샌드위치,완제품,20,19,True,17:00,할인행사
2025-07-26,토,흐림,24.6,0.0,True,False,False,크루아상,완제품,37,34,True,17:00,할인행사
2025-07-26,토,흐림,24.6,0.0,True,False,False,뉴욕 치즈 케이크,완제품,14,14,False,,할인행사
2025-07-26,토,흐림,24.6,0.0,True,False,False,카페 라테,판매음료,86,86,False,,할인행사
2025-07-26,토,흐림,24.6,0.0,True,False,False,아메리카노,판매음료,106,106,False,,할인행사
2025-07-26,토,흐림,24.6,0.0,True,False,False,카페 모카,판매음료,42,42,False,,할인행사
2025-07-26,토,흐림,24.6,0.0,True,False,False,그린 티 라테,판매음료,29,29,False,,할인행사
2025-07-27,일,비,28.7,10.6,False,False,False,치킨 토마토 치즈 샌드위치,완제품,17,17,False,,정상
2025-07-27,일,비,28.7,10.6,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-07-27,일,비,28.7,10.6,False,False,False,크루아상,완제품,23,23,False,,정상
2025-07-27,일,비,28.7,10.6,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-07-27,일,비,28.7,10.6,False,False,False,카페 라테,판매음료,58,58,False,,정상
2025-07-27,일,비,28.7,10.6,False,False,False,아메리카노,판매음료,79,79,False,,정상
2025-07-27,일,비,28.7,10.6,False,False,False,카페 모카,판매음료,28,28,False,,정상
2025-07-27,일,비,28.7,10.6,False,False,False,그린 티 라테,판매음료,21,21,False,,정상
2025-07-28,월,흐림,33.1,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,17,17,False,,정상
2025-07-28,월,흐림,33.1,0.0,False,False,False,단호박 에그 샌드위치,완제품,14,14,False,,정상
2025-07-28,월,흐림,33.1,0.0,False,False,False,크루아상,완제품,25,25,False,,정상
2025-07-28,월,흐림,33.1,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-07-28,월,흐림,33.1,0.0,False,False,False,카페 라테,판매음료,60,60,False,,정상
2025-07-28,월,흐림,33.1,0.0,False,False,False,아메리카노,판매음료,78,78,False,,정상
2025-07-28,월,흐림,33.1,0.0,False,False,False,카페 모카,판매음료,26,26,False,,정상
2025-07-28,월,흐림,33.1,0.0,False,False,False,그린 티 라테,판매음료,22,22,False,,정상
2025-07-29,화,맑음,28.3,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,17,17,False,,정상
2025-07-29,화,맑음,28.3,0.0,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-07-29,화,맑음,28.3,0.0,False,False,False,크루아상,완제품,25,25,False,,정상
2025-07-29,화,맑음,28.3,0.0,False,False,False,뉴욕 치즈 케이크,완제품,8,8,False,,정상
2025-07-29,화,맑음,28.3,0.0,False,False,False,카페 라테,판매음료,66,66,False,,정상
2025-07-29,화,맑음,28.3,0.0,False,False,False,아메리카노,판매음료,81,81,False,,정상
2025-07-29,화,맑음,28.3,0.0,False,False,False,카페 모카,판매음료,28,28,False,,정상
2025-07-29,화,맑음,28.3,0.0,False,False,False,그린 티 라테,판매음료,22,22,False,,정상
2025-07-30,수,흐림,28.3,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,17,17,False,,정상
2025-07-30,수,흐림,28.3,0.0,False,False,False,단호박 에그 샌드위치,완제품,12,12,False,,정상
2025-07-30,수,흐림,28.3,0.0,False,False,False,크루아상,완제품,23,23,False,,정상
2025-07-30,수,흐림,28.3,0.0,False,False,False,뉴욕 치즈 케이크,완제품,8,8,False,,정상
2025-07-30,수,흐림,28.3,0.0,False,False,False,카페 라테,판매음료,55,55,False,,정상
2025-07-30,수,흐림,28.3,0.0,False,False,False,아메리카노,판매음료,69,69,False,,정상
2025-07-30,수,흐림,28.3,0.0,False,False,False,카페 모카,판매음료,27,27,False,,정상
2025-07-30,수,흐림,28.3,0.0,False,False,False,그린 티 라테,판매음료,20,20,False,,정상
2025-07-31,목,맑음,30.0,0.0,True,False,False,치킨 토마토 치즈 샌드위치,완제품,22,22,False,,할인행사
2025-07-31,목,맑음,30.0,0.0,True,False,False,단호박 에그 샌드위치,완제품,17,17,False,,할인행사
2025-07-31,목,맑음,30.0,0.0,True,False,False,크루아상,완제품,28,28,False,,할인행사
2025-07-31,목,맑음,30.0,0.0,True,False,False,뉴욕 치즈 케이크,완제품,11,11,False,,할인행사
2025-07-31,목,맑음,30.0,0.0,True,False,False,카페 라테,판매음료,75,75,False,,할인행사
2025-07-31,목,맑음,30.0,0.0,True,False,False,아메리카노,판매음료,91,91,False,,할인행사
2025-07-31,목,맑음,30.0,0.0,True,False,False,카페 모카,판매음료,37,37,False,,할인행사
2025-07-31,목,맑음,30.0,0.0,True,False,False,그린 티 라테,판매음료,27,27,False,,할인행사
2025-08-01,금,맑음,28.4,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,19,19,False,,정상
2025-08-01,금,맑음,28.4,0.0,False,False,False,단호박 에그 샌드위치,완제품,14,14,False,,정상
2025-08-01,금,맑음,28.4,0.0,False,False,False,크루아상,완제품,25,25,False,,정상
2025-08-01,금,맑음,28.4,0.0,False,False,False,뉴욕 치즈 케이크,완제품,10,10,False,,정상
2025-08-01,금,맑음,28.4,0.0,False,False,False,카페 라테,판매음료,66,66,False,,정상
2025-08-01,금,맑음,28.4,0.0,False,False,False,아메리카노,판매음료,75,75,False,,정상
2025-08-01,금,맑음,28.4,0.0,False,False,False,카페 모카,판매음료,29,29,False,,정상
2025-08-01,금,맑음,28.4,0.0,False,False,False,그린 티 라테,판매음료,22,22,False,,정상
2025-08-02,토,맑음,25.4,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,26,26,False,,정상
2025-08-02,토,맑음,25.4,0.0,False,False,False,단호박 에그 샌드위치,완제품,18,18,False,,정상
2025-08-02,토,맑음,25.4,0.0,False,False,False,크루아상,완제품,36,36,False,,정상
2025-08-02,토,맑음,25.4,0.0,False,False,False,뉴욕 치즈 케이크,완제품,11,11,False,,정상
2025-08-02,토,맑음,25.4,0.0,False,False,False,카페 라테,판매음료,78,78,False,,정상
2025-08-02,토,맑음,25.4,0.0,False,False,False,아메리카노,판매음료,93,93,False,,정상
2025-08-02,토,맑음,25.4,0.0,False,False,False,카페 모카,판매음료,34,34,False,,정상
2025-08-02,토,맑음,25.4,0.0,False,False,False,그린 티 라테,판매음료,27,27,False,,정상
2025-08-03,일,흐림,26.3,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,21,21,False,,정상
2025-08-03,일,흐림,26.3,0.0,False,False,False,단호박 에그 샌드위치,완제품,15,15,False,,정상
2025-08-03,일,흐림,26.3,0.0,False,False,False,크루아상,완제품,30,30,False,,정상
2025-08-03,일,흐림,26.3,0.0,False,False,False,뉴욕 치즈 케이크,완제품,11,11,False,,정상
2025-08-03,일,흐림,26.3,0.0,False,False,False,카페 라테,판매음료,64,64,False,,정상
2025-08-03,일,흐림,26.3,0.0,False,False,False,아메리카노,판매음료,78,78,False,,정상
2025-08-03,일,흐림,26.3,0.0,False,False,False,카페 모카,판매음료,31,31,False,,정상
2025-08-03,일,흐림,26.3,0.0,False,False,False,그린 티 라테,판매음료,23,23,False,,정상
2025-08-04,월,흐림,28.8,0.0,True,False,False,치킨 토마토 치즈 샌드위치,완제품,20,20,False,,할인행사
2025-08-04,월,흐림,28.8,0.0,True,False,False,단호박 에그 샌드위치,완제품,14,14,False,,할인행사
2025-08-04,월,흐림,28.8,0.0,True,False,False,크루아상,완제품,30,30,False,,할인행사
2025-08-04,월,흐림,28.8,0.0,True,False,False,뉴욕 치즈 케이크,완제품,11,11,False,,할인행사
2025-08-04,월,흐림,28.8,0.0,True,False,False,카페 라테,판매음료,68,68,False,,할인행사
2025-08-04,월,흐림,28.8,0.0,True,False,False,아메리카노,판매음료,85,85,False,,할인행사
2025-08-04,월,흐림,28.8,0.0,True,False,False,카페 모카,판매음료,30,30,False,,할인행사
2025-08-04,월,흐림,28.8,0.0,True,False,False,그린 티 라테,판매음료,24,24,False,,할인행사
2025-08-05,화,흐림,27.7,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,16,16,False,,정상
2025-08-05,화,흐림,27.7,0.0,False,False,False,단호박 에그 샌드위치,완제품,12,12,False,,정상
2025-08-05,화,흐림,27.7,0.0,False,False,False,크루아상,완제품,24,24,False,,정상
2025-08-05,화,흐림,27.7,0.0,False,False,False,뉴욕 치즈 케이크,완제품,8,8,False,,정상
2025-08-05,화,흐림,27.7,0.0,False,False,False,카페 라테,판매음료,56,56,False,,정상
2025-08-05,화,흐림,27.7,0.0,False,False,False,아메리카노,판매음료,64,64,False,,정상
2025-08-05,화,흐림,27.7,0.0,False,False,False,카페 모카,판매음료,24,24,False,,정상
2025-08-05,화,흐림,27.7,0.0,False,False,False,그린 티 라테,판매음료,19,19,False,,정상
